Unnamed: 0,Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
29,2015-06-07,36549995.66,16529797.6,12582265.21,1144715.95,6293216.9,5304562.91,943995.95,44658.04,conventional,2015,TotalUS
35,2017-04-30,4698266.8,2790480.21,656888.72,4042.59,1246855.28,695716.33,513525.29,37613.66,conventional,2017,Southeast
5,2015-11-22,2626.33,13.08,119.86,0.0,2493.39,2493.39,0.0,0.0,organic,2015,BuffaloRochester
2,2015-12-13,24743.66,9360.81,5604.0,383.91,9394.94,8680.07,714.87,0.0,organic,2015,Southeast
51,2017-01-08,351707.78,131948.41,75346.27,100.07,144313.03,80554.92,63758.11,0.0,conventional,2017,Tampa
23,2015-07-19,557212.99,446100.17,47838.42,1982.03,61292.37,45099.87,16192.5,0.0,conventional,2015,Atlanta
20,2015-08-09,1421.47,79.82,106.81,0.0,1234.84,1234.84,0.0,0.0,organic,2015,Albany
46,2016-02-07,948838.16,90313.08,340413.42,17669.38,500442.28,498461.43,1358.08,622.77,conventional,2016,Portland
18,2016-08-21,30611.93,5087.77,14464.37,55.62,11004.17,10937.33,66.84,0.0,organic,2016,Seattle
3,2017-12-10,11143.68,198.52,70.96,0.0,10874.2,3941.51,6932.69,0.0,organic,2017,BuffaloRochester
7,2017-11-12,5376.58,147.41,871.4,0.0,4357.77,4351.1,6.67,0.0,organic,2017,Orlando
14,2017-09-24,113272.89,2101.47,48552.76,24966.57,37652.09,26290.1,3741.32,7620.67,conventional,2017,GrandRapids
19,2016-08-14,60212.3,4941.56,39269.44,28.81,15972.49,15337.49,0.0,635.0,conventional,2016,Syracuse
12,2016-10-02,92483.87,27733.81,31201.92,1368.98,32179.16,27626.97,4552.19,0.0,conventional,2016,Pittsburgh
2,2018-03-11,23042.99,590.29,5224.55,0.0,17228.15,16438.54,789.61,0.0,organic,2018,Atlanta
19,2016-08-14,9274.44,100.12,3811.78,0.0,5362.54,1314.48,4048.06,0.0,organic,2016,Roanoke
8,2017-11-05,16452.21,761.73,10819.54,0.0,4870.94,4870.94,0.0,0.0,organic,2017,SanDiego
6,2015-11-15,11640.14,7099.89,416.6,0.0,4123.65,4123.65,0.0,0.0,organic,2015,DallasFtWorth
22,2015-07-26,327629.87,160050.21,63162.91,18771.89,85644.86,80982.38,4662.48,0.0,conventional,2015,SouthCarolina
6,2015-11-15,2355839.19,470482.8,1302219.95,168586.54,414549.9,373075.42,40843.12,631.36,conventional,2015,Midsouth
11,2018-01-07,1140210.38,587439.51,258369.66,5543.59,288857.62,183640.29,104915.08,302.25,conventional,2018,DallasFtWorth
3,2016-12-04,35156.8,87.48,31941.41,0.0,3127.91,3127.91,0.0,0.0,organic,2016,Chicago
14,2015-09-20,2392448.9,1024117.14,947562.49,118706.07,302063.2,284791.57,12275.43,4996.2,conventional,2015,LosAngeles
7,2017-11-12,154511.0,85332.0,9938.0,237.0,59003.0,48421.0,10329.0,253.0,conventional,2017,Jacksonville
33,2017-05-14,12594.05,1455.55,9485.09,1.66,1651.75,1621.18,30.57,0.0,organic,2017,SanDiego
1,2018-03-18,4077.51,87.69,667.47,3.93,3318.42,2769.35,549.07,0.0,organic,2018,Jacksonville
30,2016-05-29,1128598.95,554092.01,247279.64,116263.41,210963.89,91661.86,110662.03,8640.0,conventional,2016,Houston
43,2015-03-01,392412.07,16329.41,267027.05,1528.3,107527.31,93745.13,13782.18,0.0,conventional,2015,Philadelphia
24,2017-07-16,594015.93,9162.09,463806.98,3825.67,117221.19,76876.7,38373.38,1971.11,conventional,2017,Boston
23,2015-07-19,800194.34,52954.94,496206.47,50319.84,200713.09,196837.6,3862.02,13.47,conventional,2015,BaltimoreWashington
18,2016-08-21,6308000.34,2646367.78,1712067.2,171379.36,1778186.0,1679257.49,61139.96,37788.55,conventional,2016,California
14,2017-09-24,70365.19,5244.89,22378.4,77.37,42664.53,42664.53,0.0,0.0,organic,2017,NewYork
8,2017-11-05,426643.42,154127.34,42917.02,7701.33,221897.73,204821.66,16602.19,473.88,conventional,2017,Detroit
9,2015-10-25,148660.26,89991.51,20511.16,4334.1,33823.49,25000.22,8823.27,0.0,conventional,2015,Nashville
38,2017-04-09,47499.5,2571.34,8188.26,20.45,36719.45,170.92,36548.53,0.0,organic,2017,Portland
17,2015-08-30,3388803.79,478858.03,1877733.21,419390.5,612822.05,457558.59,111788.68,43474.78,conventional,2015,GreatLakes
34,2017-05-07,365531.86,119254.23,102627.13,3870.59,139779.91,135956.54,2975.91,847.46,conventional,2017,RichmondNorfolk
17,2016-08-28,957464.14,138029.18,282568.24,13197.13,523669.59,131367.44,390977.15,1325.0,conventional,2016,Denver
29,2015-06-07,1255575.78,788982.74,319283.75,13350.4,133958.89,126849.55,7102.22,7.12,conventional,2015,DallasFtWorth
41,2015-03-15,1211158.55,726176.09,368421.28,14065.99,102495.19,90708.11,11780.0,7.08,conventional,2015,DallasFtWorth
6,2015-11-15,9930.12,8.3,187.41,0.0,9734.41,9731.08,3.33,0.0,organic,2015,NorthernNewEngland
27,2017-06-25,362489.51,130867.46,49034.77,6653.42,175933.86,53411.08,122522.78,0.0,conventional,2017,LasVegas
21,2017-08-06,3557.1,0.0,1226.78,0.0,2330.32,729.74,1600.58,0.0,organic,2017,Louisville
35,2015-04-26,92616.45,3518.79,73735.0,0.0,15362.66,9119.01,6243.65,0.0,organic,2015,GreatLakes
20,2015-08-09,5912.34,556.67,4367.33,0.0,988.34,636.67,351.67,0.0,organic,2015,Detroit
39,2016-03-27,72427.45,872.18,43180.7,15.45,28359.12,28359.12,0.0,0.0,conventional,2016,Syracuse
8,2017-11-05,503544.6,119514.34,114867.45,6037.11,263125.7,222651.89,40236.49,237.32,conventional,2017,Seattle
30,2017-06-04,251838.53,28716.42,70360.01,1020.12,151741.98,139084.38,12657.6,0.0,organic,2017,Northeast
3,2017-12-10,940850.93,103332.38,546809.87,3979.72,286728.96,263946.3,22782.66,0.0,conventional,2017,BaltimoreWashington
41,2017-03-19,2665.45,6.42,539.13,0.0,2119.9,454.72,1665.18,0.0,organic,2017,Boise
5,2015-11-22,572019.8,40867.8,386137.78,23343.49,121670.73,119007.61,2663.12,0.0,conventional,2015,BaltimoreWashington
8,2015-11-01,4965.1,580.21,3237.25,0.0,1147.64,883.33,264.31,0.0,organic,2015,Nashville
14,2016-09-18,10644.73,83.96,3101.07,5.51,7454.19,7427.43,26.76,0.0,organic,2016,HartfordSpringfield
31,2015-05-24,61584.26,559.81,34572.48,36.29,26415.68,26415.68,0.0,0.0,conventional,2015,Syracuse
10,2017-10-22,12206.22,546.93,1829.34,0.0,9829.95,8496.54,1333.41,0.0,organic,2017,Columbus
27,2015-06-21,2344.24,18.73,1652.88,0.0,672.63,224.99,447.64,0.0,organic,2015,Louisville
36,2017-04-23,370499.27,140311.55,183045.02,1050.45,46092.25,44010.19,117.06,1965.0,conventional,2017,Sacramento
27,2015-06-21,394035.19,243576.61,57122.76,726.55,92609.27,55420.02,37189.25,0.0,conventional,2015,Orlando
1,2018-03-18,3944850.17,784915.67,952233.04,348177.94,1859523.52,1416662.42,381069.68,61791.42,conventional,2018,GreatLakes
49,2015-01-18,9979.64,8538.96,690.68,0.0,750.0,750.0,0.0,0.0,organic,2015,Houston
8,2016-10-30,115122.47,38168.39,20158.77,206.84,56588.47,13461.45,43127.02,0.0,conventional,2016,Jacksonville
13,2017-10-01,11486.81,277.8,111.48,0.0,11097.53,11092.17,5.36,0.0,organic,2017,BuffaloRochester
23,2017-07-23,675183.5,166906.47,421727.32,5650.14,80899.57,78075.75,1063.82,1760.0,conventional,2017,SanFrancisco
42,2015-03-08,1531085.64,838161.13,412581.04,9283.84,271059.63,269498.52,734.29,826.82,conventional,2015,Plains
42,2016-03-06,4854.17,387.7,3606.38,0.0,860.09,51.03,809.06,0.0,organic,2016,Columbus
27,2017-06-25,24915.38,13719.82,845.15,0.0,10350.41,10240.83,109.58,0.0,organic,2017,DallasFtWorth
9,2016-10-23,10574.95,673.64,3073.84,0.0,6827.47,1765.71,5061.76,0.0,organic,2016,Columbus
1,2016-12-18,459322.74,67730.61,132123.37,254.31,259214.45,258720.25,215.6,278.6,conventional,2016,Seattle
23,2015-07-19,8067.82,20.58,1104.69,0.0,6942.55,6942.55,0.0,0.0,organic,2015,NorthernNewEngland
35,2017-04-30,300311.86,7020.54,234305.43,228.33,58757.56,56541.74,2215.82,0.0,conventional,2017,HartfordSpringfield
14,2016-09-18,5471565.28,1888694.03,1934688.42,112714.97,1535467.86,1434869.76,59481.09,41117.01,conventional,2016,California
3,2016-12-04,15658.75,269.53,5925.9,0.0,9463.32,201.57,9261.75,0.0,organic,2016,CincinnatiDayton
9,2017-10-29,3856643.75,2294505.56,395328.65,9660.73,1157148.81,722262.44,425157.58,9728.79,conventional,2017,Southeast
15,2017-09-17,126434.16,7889.87,55951.98,800.26,61792.05,31782.33,29745.79,263.93,conventional,2017,Indianapolis
20,2016-08-07,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0.0,organic,2016,Southeast
17,2015-08-30,9298.19,2349.53,3534.12,0.0,3414.54,1577.97,1836.57,0.0,organic,2015,Atlanta
25,2017-07-09,3173372.45,643600.31,1287442.95,27337.2,1214991.99,969121.67,191301.87,54568.45,conventional,2017,Midsouth
44,2016-02-21,1006181.04,543538.14,221807.33,70976.84,169858.73,151328.72,18486.45,43.56,conventional,2016,DallasFtWorth
13,2016-09-25,860546.65,210602.19,549378.28,7878.79,92687.39,89785.42,1571.69,1330.28,conventional,2016,SanFrancisco
51,2015-01-04,187548.3,70313.71,72942.11,24.3,44268.18,10023.72,34244.46,0.0,organic,2015,West
29,2017-06-11,872407.69,192091.93,212252.78,21884.68,446178.3,115180.8,330977.33,20.17,conventional,2017,Denver
9,2018-01-21,364155.28,78984.26,100813.61,6256.28,178101.13,69513.95,108140.51,446.67,conventional,2018,LasVegas
16,2017-09-10,110081.14,25756.54,28947.04,95.06,55282.5,48825.07,4896.36,1561.07,conventional,2017,Roanoke
3,2018-03-04,2667104.06,985767.65,371412.09,77531.99,1232392.33,1144956.76,33430.29,54005.28,conventional,2018,LosAngeles
49,2017-01-22,55867.65,5924.1,18291.59,3406.4,28245.56,18114.66,10130.9,0.0,organic,2017,Plains
37,2016-04-10,13919.54,6553.28,2194.66,0.0,5171.6,4130.9,1040.7,0.0,organic,2016,PhoenixTucson
13,2017-10-01,7780.31,154.85,1188.01,0.0,6376.61,4453.01,1923.6,0.0,organic,2017,Indianapolis
30,2016-05-29,109060.73,2052.33,71648.43,2467.51,32892.46,14675.3,17510.34,706.82,conventional,2016,Louisville
34,2016-05-01,1433697.02,671692.86,319831.23,63779.21,378393.72,356218.87,21755.75,419.1,conventional,2016,DallasFtWorth
51,2016-01-03,258889.23,3985.19,191590.43,12294.17,51019.44,42961.74,2684.87,5372.83,conventional,2016,GrandRapids
19,2016-08-14,1015264.05,590138.4,218435.64,3815.84,202874.17,123193.69,79430.48,250.0,conventional,2016,Houston
46,2017-02-12,271393.5,139708.54,30102.92,246.24,101335.8,80701.0,19120.08,1514.72,conventional,2017,Nashville
33,2015-05-10,16805.16,573.64,6949.68,0.0,9281.84,716.67,8565.17,0.0,organic,2015,Detroit
36,2017-04-23,7379.24,710.33,2797.09,0.0,3871.82,2811.5,1060.32,0.0,organic,2017,Columbus
43,2016-02-28,4481119.44,105867.52,3361015.9,84168.72,930067.3,867106.18,62961.12,0.0,conventional,2016,Northeast
38,2016-04-03,9283.54,3529.36,3854.68,0.0,1899.5,993.33,906.17,0.0,organic,2016,Atlanta
15,2017-09-17,964460.21,460806.95,171011.56,2264.51,330377.19,229435.93,100937.93,3.33,conventional,2017,Houston
6,2015-11-15,5972493.77,1996852.58,2060439.93,122763.34,1792437.92,1080985.7,699956.7,11495.52,conventional,2015,West
8,2015-11-01,81573.97,1523.62,60507.97,1706.56,17835.82,12000.07,5835.75,0.0,conventional,2015,Pittsburgh
9,2017-10-29,5167419.42,2567803.45,938018.17,12452.51,1649145.29,1013799.29,634225.69,1120.31,conventional,2017,SouthCentral
15,2016-09-11,1012039.31,689424.36,117338.63,12243.91,193032.41,111106.93,81825.48,100.0,conventional,2016,WestTexNewMexico
21,2017-08-06,723557.56,156780.78,472631.33,4524.91,89620.54,85993.75,753.46,2873.33,conventional,2017,SanFrancisco
26,2016-06-26,2132.15,0.0,103.7,0.0,2028.45,1317.67,710.78,0.0,organic,2016,Syracuse
3,2016-12-04,116895.28,24442.77,50935.56,10.75,41506.2,38051.1,3455.1,0.0,organic,2016,California
15,2015-09-13,735436.91,115935.68,451936.38,17938.63,149626.22,47733.95,101892.27,0.0,conventional,2015,Denver
8,2016-10-30,2502552.63,1006135.26,517368.07,14441.46,964607.84,416179.29,545707.16,2721.39,conventional,2016,Southeast
14,2016-09-18,137076.37,6843.75,22066.52,1272.87,106893.23,106402.46,490.77,0.0,organic,2016,Northeast
3,2017-12-10,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,GreatLakes
30,2015-05-24,14314.2,6545.88,4514.13,0.0,3254.19,1826.67,1427.52,0.0,organic,2015,WestTexNewMexico
11,2016-10-09,84234.53,38087.17,2089.42,6562.37,37495.57,28895.19,8576.21,24.17,conventional,2016,Boise
28,2016-06-12,1272166.49,695737.15,219368.82,87625.31,269435.21,251773.31,12923.71,4738.19,conventional,2016,DallasFtWorth
17,2017-09-03,212627.84,4651.19,73801.87,817.07,133357.71,28780.49,104144.22,433.0,conventional,2017,CincinnatiDayton
14,2016-09-18,87633.41,2114.94,48962.95,565.29,35990.23,13498.21,22492.02,0.0,conventional,2016,Louisville
43,2017-03-05,21218.15,8013.98,10054.06,0.0,3150.11,3150.11,0.0,0.0,organic,2017,SanFrancisco
2,2018-03-11,298805.55,61233.57,91407.22,8059.72,138105.04,83945.28,53527.54,632.22,conventional,2018,LasVegas
8,2016-10-30,3649.01,166.24,0.0,0.0,3482.77,2030.42,1452.35,0.0,organic,2016,NewOrleansMobile
9,2017-10-29,138190.33,2263.72,65813.83,21510.67,48602.11,40970.87,2846.34,4784.9,conventional,2017,GrandRapids
16,2015-09-06,114216.62,1158.99,78578.82,2074.97,32403.84,23118.99,9284.85,0.0,conventional,2015,Pittsburgh
38,2017-04-09,215849.78,8795.66,76148.94,1214.24,129690.94,30133.89,99467.56,89.49,conventional,2017,CincinnatiDayton
0,2017-12-31,9437.04,200.76,1231.56,0.0,8004.72,5566.32,2438.4,0.0,organic,2017,Indianapolis
27,2017-06-25,8241.57,67.64,1553.87,5.26,6614.8,3648.95,2965.85,0.0,organic,2017,StLouis
40,2017-03-26,88278.7,1578.03,56606.36,10.97,30083.34,26771.35,3311.99,0.0,conventional,2017,Syracuse
36,2015-04-19,797021.22,129744.18,544167.43,6231.67,116877.94,44279.02,72598.92,0.0,conventional,2015,Denver
38,2015-04-05,8444.82,56.28,553.8,0.0,7834.74,7834.74,0.0,0.0,organic,2015,NorthernNewEngland
44,2016-02-21,2389.56,0.0,68.66,0.0,2320.9,900.51,1420.39,0.0,organic,2016,Syracuse
41,2016-03-13,210904.76,3172.25,126850.83,7482.64,73399.04,19111.28,52395.6,1892.16,conventional,2016,CincinnatiDayton
19,2016-08-14,8519.17,1.28,310.54,0.0,8207.35,8207.35,0.0,0.0,organic,2016,NorthernNewEngland
1,2017-12-24,23574.9,2183.15,3355.58,8.85,18027.32,17975.35,51.97,0.0,organic,2017,Philadelphia
27,2017-06-25,181964.19,8675.31,45535.71,1086.85,126666.32,115565.9,11100.42,0.0,organic,2017,Northeast
17,2016-08-28,34718.84,637.29,7566.11,0.0,26515.44,569.01,25946.43,0.0,organic,2016,CincinnatiDayton
30,2017-06-04,11637.27,740.89,4505.97,176.87,6213.54,3221.65,2991.89,0.0,organic,2017,RichmondNorfolk
46,2017-02-12,3625630.64,1181120.66,592688.22,61331.51,1790490.25,1664506.69,81240.11,44743.45,conventional,2017,LosAngeles
20,2016-08-07,288155.59,4285.19,183604.52,565.14,99700.74,99391.55,119.19,190.0,conventional,2016,HartfordSpringfield
33,2015-05-10,78708.38,899.13,44891.19,24.6,32893.46,32561.81,331.65,0.0,conventional,2015,Syracuse
20,2016-08-07,80997.55,3573.85,53453.99,1058.22,22911.49,13895.19,8739.63,276.67,conventional,2016,Louisville
0,2015-12-27,403741.62,98482.89,249362.94,13805.3,42090.49,42084.71,5.78,0.0,conventional,2015,Sacramento
11,2018-01-07,1287480.31,39884.07,866953.05,573.69,380069.5,348249.49,31820.01,0.0,conventional,2018,NewYork
42,2016-03-06,417688.74,16299.39,278369.87,636.84,122382.64,112636.83,9742.72,3.09,conventional,2016,Philadelphia
5,2018-02-18,538448.01,229255.93,30082.73,1325.82,277783.53,198897.13,76224.45,2661.95,conventional,2018,Atlanta
9,2015-10-25,358478.08,236814.29,64607.97,304.36,56751.46,31826.88,24924.58,0.0,conventional,2015,Atlanta
20,2017-08-13,10438.1,33.0,4739.09,242.97,5423.04,5418.6,4.44,0.0,organic,2017,Charlotte
35,2017-04-30,212879.47,14827.79,86660.77,1564.77,109826.14,47389.5,62334.66,101.98,conventional,2017,Indianapolis
36,2016-04-17,3029003.02,544932.88,1613809.61,97349.53,772911.0,692332.57,75800.03,4778.4,conventional,2016,Midsouth
35,2016-04-24,6973.42,132.24,3781.88,0.0,3059.3,1995.38,1063.92,0.0,organic,2016,Roanoke
47,2016-01-31,4647.71,0.0,226.88,0.0,4420.83,2749.9,1670.93,0.0,organic,2016,BuffaloRochester
44,2016-02-21,100551.65,11109.56,62267.01,0.0,27175.08,10529.77,16645.31,0.0,organic,2016,GreatLakes
11,2016-10-09,41224.63,14845.83,41.19,0.0,26337.61,26330.94,6.67,0.0,organic,2016,Houston
29,2015-06-07,6234006.44,3870043.62,1479527.4,106106.86,778328.56,662252.69,116061.84,14.03,conventional,2015,SouthCentral
11,2017-10-15,205858.6,32691.3,112916.52,74.12,60176.66,48527.09,11649.57,0.0,conventional,2017,HarrisburgScranton
11,2015-10-11,362400.65,110374.23,105188.14,72960.79,73877.49,68721.34,1222.93,3933.22,conventional,2015,Detroit
49,2015-01-18,1118.47,8.02,178.78,0.0,931.67,931.67,0.0,0.0,organic,2015,Albany
48,2017-01-29,165225.54,30958.58,65973.06,23.2,68270.7,52928.72,15341.98,0.0,organic,2017,California
1,2016-12-18,122035.89,9114.0,56820.04,1973.93,54127.92,33414.95,20669.06,43.91,conventional,2016,Indianapolis
10,2016-10-16,222712.89,112346.71,27293.53,501.91,82570.74,54473.06,16752.68,11345.0,conventional,2016,NewOrleansMobile
47,2017-02-05,398543.91,191954.42,65200.84,357.77,141030.88,64165.61,76520.83,344.44,conventional,2017,Jacksonville
51,2015-01-04,84612.39,26607.29,44341.92,3660.64,10002.54,9556.06,446.48,0.0,conventional,2015,Spokane
35,2015-04-26,125507.76,75842.24,37729.4,268.3,11667.82,1966.49,9701.33,0.0,organic,2015,Denver
25,2015-07-05,37943670.34,15643939.37,14213650.06,1342465.95,6743614.96,5803954.33,905204.55,34456.08,conventional,2015,TotalUS
11,2017-10-15,342218.56,89884.18,208158.38,800.92,43375.08,42344.65,833.74,196.69,conventional,2017,Sacramento
2,2018-03-11,108114.03,10655.17,33419.62,144.52,63894.72,63842.58,52.14,0.0,organic,2018,NewYork
28,2015-06-14,2026.74,934.18,5.89,0.0,1086.67,1086.67,0.0,0.0,organic,2015,Tampa
4,2017-12-03,636106.0,15373.0,576981.0,1540.0,42212.0,20648.0,21564.0,0.0,conventional,2017,NorthernNewEngland
19,2017-08-20,39133.75,924.94,8272.68,114.95,29821.18,29816.74,4.44,0.0,organic,2017,BaltimoreWashington
6,2018-02-11,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0.0,conventional,2018,Syracuse
5,2016-11-20,117299.16,50017.12,21270.55,1335.91,44675.58,43073.72,1601.86,0.0,conventional,2016,Columbus
24,2017-07-16,75021.72,10041.65,24449.24,0.0,40530.83,40510.47,20.36,0.0,organic,2017,LosAngeles
31,2015-05-24,293059.1,152869.01,83857.08,4566.03,51766.98,40849.99,10916.99,0.0,conventional,2015,LasVegas
14,2015-09-20,1557.89,940.33,19.52,8.04,590.0,590.0,0.0,0.0,organic,2015,Jacksonville
34,2015-05-03,42345.48,25704.97,4666.48,0.0,11974.03,11190.0,784.03,0.0,organic,2015,SouthCentral
47,2017-02-05,1170444.52,174325.38,770463.22,29352.66,196303.26,187362.83,6286.24,2654.19,conventional,2017,BaltimoreWashington
20,2017-08-13,8707.0,2079.18,3059.01,0.0,3568.81,3565.48,3.33,0.0,organic,2017,Sacramento
27,2016-06-19,17848.83,9746.5,55.2,0.0,8047.13,4002.17,4044.96,0.0,organic,2016,Houston
25,2016-07-03,515792.87,214287.07,125503.35,20517.76,155484.69,116583.25,38901.44,0.0,conventional,2016,SouthCarolina
23,2015-07-19,2364.55,290.78,100.55,0.0,1973.22,1864.52,108.7,0.0,organic,2015,NewOrleansMobile
11,2017-10-15,137503.61,75857.38,10193.63,137.38,51315.22,23963.09,27352.13,0.0,conventional,2017,Jacksonville
18,2016-08-21,193592.65,44006.63,62975.71,20731.35,65878.96,64095.85,1628.11,155.0,conventional,2016,Charlotte
47,2016-01-31,8047.41,1065.99,618.9,0.0,6362.52,28.36,6334.16,0.0,organic,2016,StLouis
24,2015-07-12,5281.36,1639.19,49.62,0.0,3592.55,3592.55,0.0,0.0,organic,2015,Orlando
48,2015-01-25,406591.11,217747.34,140456.68,13326.97,35060.12,30090.58,4708.25,261.29,conventional,2015,SanDiego
16,2016-09-04,6681646.14,2501655.4,2179345.27,107653.45,1892992.02,1819641.81,47476.91,25873.3,conventional,2016,California
30,2015-05-31,1493218.75,24958.8,1077663.26,1368.92,389227.77,322139.9,67077.51,10.36,conventional,2015,NewYork
3,2018-03-04,7617.52,531.55,1246.43,0.0,5839.54,5689.68,149.86,0.0,organic,2018,Columbus
51,2016-01-03,8788.89,150.18,1457.84,0.0,7180.87,169.85,7011.02,0.0,organic,2016,Philadelphia
39,2017-04-02,288639.34,65914.28,45497.47,33828.6,143398.99,131639.74,3178.06,8581.19,conventional,2017,Detroit
22,2015-07-26,2998.88,70.09,1177.29,0.0,1751.5,330.0,1421.5,0.0,organic,2015,Indianapolis
21,2015-08-02,67763.91,51151.27,5140.89,5435.36,6036.39,5987.5,48.89,0.0,conventional,2015,Boise
50,2015-01-11,3882.88,90.15,288.15,0.0,3504.58,3504.58,0.0,0.0,organic,2015,HarrisburgScranton
44,2015-02-22,6267.8,6.76,873.74,0.0,5387.3,5387.3,0.0,0.0,organic,2015,NorthernNewEngland
6,2017-11-19,7514.34,293.63,3450.25,0.0,3770.46,3342.66,427.8,0.0,organic,2017,CincinnatiDayton
27,2015-06-21,338638.8,128876.23,126683.91,4219.33,78859.33,58695.06,20164.27,0.0,conventional,2015,LasVegas
10,2016-10-16,17664.37,1142.04,4640.4,0.0,11881.93,47.88,11834.05,0.0,organic,2016,Atlanta
4,2015-11-29,138858.86,31911.11,53470.54,22685.8,30791.41,27376.3,3415.11,0.0,conventional,2015,Charlotte
40,2016-03-20,6926.91,821.77,3668.29,0.0,2436.85,1823.33,613.52,0.0,organic,2016,Nashville
33,2016-05-08,3542.46,72.84,2025.86,0.0,1443.76,0.0,1443.76,0.0,organic,2016,Spokane
0,2018-03-25,2843541.07,1007972.48,439940.61,63511.29,1332116.69,1248694.27,26861.69,56560.73,conventional,2018,LosAngeles
46,2017-02-12,395980.22,85641.41,249990.68,2290.06,58058.07,54676.58,2761.55,619.94,conventional,2017,HartfordSpringfield
19,2015-08-16,31936856.18,12680252.48,12998327.25,1143364.58,5114911.87,4342839.06,703542.1,68530.71,conventional,2015,TotalUS
1,2016-12-18,2966.96,257.99,57.07,2.38,2649.52,596.67,2052.85,0.0,organic,2016,Jacksonville
5,2015-11-22,1000.86,7.77,724.33,2.59,266.17,13.34,252.83,0.0,organic,2015,Boise
16,2016-09-04,3084199.23,512921.31,1430594.08,158776.84,981907.0,779092.84,197492.55,5321.61,conventional,2016,GreatLakes
48,2017-01-29,7850.52,724.05,4667.55,0.0,2458.92,770.05,1688.87,0.0,organic,2017,Detroit
20,2015-08-09,1563915.04,23326.28,1290583.13,976.16,249029.47,218715.85,30313.62,0.0,conventional,2015,NewYork
8,2017-11-05,27824.19,1836.45,3409.48,0.0,22578.26,22517.97,60.29,0.0,organic,2017,Philadelphia
17,2016-08-28,1024799.73,590085.71,207913.34,10716.73,216083.95,103197.4,112886.55,0.0,conventional,2016,PhoenixTucson
49,2016-01-17,5735627.03,2836077.92,1756468.7,373209.85,769870.56,621920.46,136801.89,11148.21,conventional,2016,SouthCentral
51,2015-01-04,41143.51,2506.61,20905.01,16.68,17715.21,17715.21,0.0,0.0,conventional,2015,Syracuse
23,2016-07-17,89228.02,9273.69,64260.69,80.07,15613.57,13439.76,688.81,1485.0,conventional,2016,Albany
3,2016-12-04,253241.58,143482.91,24486.13,120.0,85152.54,62849.94,19437.6,2865.0,conventional,2016,NewOrleansMobile
10,2016-10-16,1021028.79,526672.37,188632.73,2336.58,303387.11,296850.76,3145.82,3390.53,conventional,2016,DallasFtWorth
41,2015-03-15,29572225.71,13149988.71,10634070.76,871575.04,4916591.2,4287621.56,614904.92,14064.72,conventional,2015,TotalUS
23,2017-07-23,215667.84,4245.43,85748.65,1095.65,124578.11,14922.7,109212.65,442.76,conventional,2017,CincinnatiDayton
23,2017-07-23,155196.74,7482.96,70451.99,843.55,76418.24,37123.85,37812.55,1481.84,conventional,2017,Indianapolis
25,2015-07-05,85044.45,61949.73,8022.13,8434.98,6637.61,6557.06,80.55,0.0,conventional,2015,Boise
44,2017-02-26,404208.68,189463.14,97078.18,4420.29,113247.07,91626.66,20450.41,1170.0,conventional,2017,SouthCarolina
50,2017-01-15,1427.36,60.33,973.7,0.0,393.33,393.33,0.0,0.0,organic,2017,GrandRapids
6,2016-11-13,268388.51,11996.05,211327.03,2651.04,42414.39,42414.39,0.0,0.0,conventional,2016,NorthernNewEngland
33,2015-05-10,6400340.97,3969053.76,1709201.45,36330.84,685754.92,533597.59,152122.11,35.22,conventional,2015,SouthCentral
29,2015-06-07,3143.38,899.54,2051.73,0.0,192.11,0.0,192.11,0.0,organic,2015,Spokane
7,2018-02-04,27155.44,10163.94,216.52,0.0,16774.98,16644.99,129.99,0.0,organic,2018,Houston
37,2016-04-10,10787.78,459.39,2809.86,12.84,7505.69,5674.23,1831.46,0.0,organic,2016,Philadelphia
41,2017-03-19,639050.82,185340.18,358216.27,6446.38,89047.99,87289.79,342.06,1416.14,conventional,2017,SanFrancisco
2,2017-12-17,12837.29,531.72,2596.59,60.05,9648.93,9084.68,564.25,0.0,organic,2017,RichmondNorfolk
17,2017-09-03,671504.54,58996.88,435940.98,5348.28,171218.4,168300.59,547.81,2370.0,conventional,2017,BaltimoreWashington
28,2016-06-12,298517.24,61649.07,111257.49,47593.7,78016.98,75397.66,408.21,2211.11,conventional,2016,RaleighGreensboro
27,2016-06-19,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0.0,975.0,conventional,2016,Sacramento
52,2017-01-01,11977.13,152.32,7697.1,12.35,4115.36,3947.64,167.72,0.0,organic,2017,HartfordSpringfield
5,2016-11-20,5122.16,351.78,41.08,0.0,4729.3,2454.44,2274.86,0.0,organic,2016,Tampa
15,2016-09-11,671817.53,155407.07,156920.67,15697.22,343792.57,343446.3,104.02,242.25,conventional,2016,Portland
0,2017-12-31,16552.71,1909.33,3538.48,60.91,11043.99,10821.63,222.36,0.0,organic,2017,WestTexNewMexico
14,2017-09-24,49093.24,1296.19,15708.29,379.9,31704.85,22812.27,8884.57,8.01,organic,2017,Plains
